Index,Random,Target_PDF,PDF,Social_PS,JPSP_Section,Journal,Year,Title,Journal_full,num_studiesa,na,DA,commentsa,codera,num_studiesb,nb,DB,commentsb,coderb,coder_dif,coder_disagree,ChrisResolve,ChrisNotes,ChrisD,N,D
48,38,38,38,NA,,JESP,2019,Who encourages Latina women to feel a sense of identity-safety in STEM environments?,Journal of Experimental Social Psychology,2,NA,,,Anthony,2,NA,,,Guan,NA,NA,NA,,,NA,NA
48,38,38,38,NA,,JESP,2019,Who encourages Latina women to feel a sense of identity-safety in STEM environments?,Journal of Experimental Social Psychology,2,NA,,,Anthony,2,NA,,,Guan,NA,NA,NA,,,NA,NA
48,38,38,38,NA,,JESP,2019,Who encourages Latina women to feel a sense of identity-safety in STEM environments?,Journal of Experimental Social Psychology,2,NA,,,Anthony,2,NA,,,Guan,NA,NA,NA,,,NA,NA
48,38,38,38,NA,,JESP,2019,Who encourages Latina women to feel a sense of identity-safety in STEM environments?,Journal of Experimental Social Psychology,2,NA,,,Anthony,2,NA,,,Guan,NA,NA,NA,,,NA,NA
48,38,38,38,NA,,JESP,2019,Who encourages Latina women to feel a sense of identity-safety in STEM environments?,Journal of Experimental Social Psychology,2,NA,,,Anthony,2,NA,,,Guan,NA,NA,NA,,,NA,NA
48,38,38,38,NA,,JESP,2019,Who encourages Latina women to feel a sense of identity-safety in STEM environments?,Journal of Experimental Social Psychology,2,NA,,,Anthony,2,NA,,,Guan,NA,NA,NA,,,NA,NA
19,39,39,39,NA,,JESP,2019,The relative contribution of response bias and weighting-of-similarity bias to valence asymmetry in attitude generalization,Journal of Experimental Social Psychology,1,147,m,,Anthony,1,147,m,,Guan,0,0,NA,,,147,m
19,39,39,39,NA,,JESP,2019,The relative contribution of response bias and weighting-of-similarity bias to valence asymmetry in attitude generalization,Journal of Experimental Social Psychology,1,NA,,,Anthony,1,NA,,,Guan,NA,NA,NA,,,NA,NA
19,39,39,39,NA,,JESP,2019,The relative contribution of response bias and weighting-of-similarity bias to valence asymmetry in attitude generalization,Journal of Experimental Social Psychology,1,NA,,,Anthony,1,NA,,,Guan,NA,NA,NA,,,NA,NA
19,39,39,39,NA,,JESP,2019,The relative contribution of response bias and weighting-of-similarity bias to valence asymmetry in attitude generalization,Journal of Experimental Social Psychology,1,NA,,,Anthony,1,NA,,,Guan,NA,NA,NA,,,NA,NA
19,39,39,39,NA,,JESP,2019,The relative contribution of response bias and weighting-of-similarity bias to valence asymmetry in attitude generalization,Journal of Experimental Social Psychology,1,NA,,,Anthony,1,NA,,,Guan,NA,NA,NA,,,NA,NA
19,39,39,39,NA,,JESP,2019,The relative contribution of response bias and weighting-of-similarity bias to valence asymmetry in attitude generalization,Journal of Experimental Social Psychology,1,NA,,,Anthony,1,NA,,,Guan,NA,NA,NA,,,NA,NA
19,39,39,39,NA,,JESP,2019,The relative contribution of response bias and weighting-of-similarity bias to valence asymmetry in attitude generalization,Journal of Experimental Social Psychology,1,NA,,,Anthony,1,NA,,,Guan,NA,NA,NA,,,NA,NA
19,39,39,39,NA,,JESP,2019,The relative contribution of response bias and weighting-of-similarity bias to valence asymmetry in attitude generalization,Journal of Experimental Social Psychology,1,NA,,,Anthony,1,NA,,,Guan,NA,NA,NA,,,NA,NA
19,39,39,39,NA,,JESP,2019,The relative contribution of response bias and weighting-of-similarity bias to valence asymmetry in attitude generalization,Journal of Experimental Social Psychology,1,NA,,,Anthony,1,NA,,,Guan,NA,NA,NA,,,NA,NA
19,39,39,39,NA,,JESP,2019,The relative contribution of response bias and weighting-of-similarity bias to valence asymmetry in attitude generalization,Journal of Experimental Social Psychology,1,NA,,,Anthony,1,NA,,,Guan,NA,NA,NA,,,NA,NA
4,1,1,1,NA,,JP,2015,Psychopathy and the &lt;i&gt;DSM&lt;/i&gt;,Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
4,1,1,1,NA,,JP,2015,Psychopathy and the &lt;i&gt;DSM&lt;/i&gt;,Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
4,1,1,1,NA,,JP,2015,Psychopathy and the &lt;i&gt;DSM&lt;/i&gt;,Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
4,1,1,1,NA,,JP,2015,Psychopathy and the &lt;i&gt;DSM&lt;/i&gt;,Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
4,1,1,1,NA,,JP,2015,Psychopathy and the &lt;i&gt;DSM&lt;/i&gt;,Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
4,1,1,1,NA,,JP,2015,Psychopathy and the &lt;i&gt;DSM&lt;/i&gt;,Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
4,1,1,1,NA,,JP,2015,Psychopathy and the &lt;i&gt;DSM&lt;/i&gt;,Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
4,1,1,1,NA,,JP,2015,Psychopathy and the &lt;i&gt;DSM&lt;/i&gt;,Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
4,1,1,1,NA,,JP,2015,Psychopathy and the &lt;i&gt;DSM&lt;/i&gt;,Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
4,1,1,1,NA,,JP,2015,Psychopathy and the &lt;i&gt;DSM&lt;/i&gt;,Journal of Personality,NA,NA,,,Guan,0,NA,,Commentary article,Anthony,NA,NA,NA,,,NA,NA
44,2,2,2,NA,,JP,2015,Neuroticism and attitudes toward action in 19 countries,Journal of Personality,1,3827,b,,Guan,1,3827,b,,Anthony,0,0,NA,,,3827,b
44,2,2,2,NA,,JP,2015,Neuroticism and attitudes toward action in 19 countries,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
44,2,2,2,NA,,JP,2015,Neuroticism and attitudes toward action in 19 countries,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
44,2,2,2,NA,,JP,2015,Neuroticism and attitudes toward action in 19 countries,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
44,2,2,2,NA,,JP,2015,Neuroticism and attitudes toward action in 19 countries,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
44,2,2,2,NA,,JP,2015,Neuroticism and attitudes toward action in 19 countries,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
44,2,2,2,NA,,JP,2015,Neuroticism and attitudes toward action in 19 countries,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
44,2,2,2,NA,,JP,2015,Neuroticism and attitudes toward action in 19 countries,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
44,2,2,2,NA,,JP,2015,Neuroticism and attitudes toward action in 19 countries,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
44,2,2,2,NA,,JP,2015,Neuroticism and attitudes toward action in 19 countries,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
68,3,3,3,NA,,JP,2015,Are implicit self?esteem measures valid for assessing individual and cultural differences?,Journal of Personality,2,406,b,,Guan,2,406,b,"Study 1 = 3 different cultural groups (Euro-Candidians = 107, Asian-Canadians = 187, Japanese = 112)",Anthony,0,0,NA,,,406,b
68,3,3,3,NA,,JP,2015,Are implicit self?esteem measures valid for assessing individual and cultural differences?,Journal of Personality,2,623,b,,Guan,2,623,b,"Study 1 = 3 different cultural groups (Euro-Candidians = 107, Asian-Canadians = 187, Japanese = 112)",Anthony,0,0,NA,,,623,b
68,3,3,3,NA,,JP,2015,Are implicit self?esteem measures valid for assessing individual and cultural differences?,Journal of Personality,2,NA,,,Guan,2,NA,,"Study 1 = 3 different cultural groups (Euro-Candidians = 107, Asian-Canadians = 187, Japanese = 112)",Anthony,NA,NA,NA,,,NA,NA
68,3,3,3,NA,,JP,2015,Are implicit self?esteem measures valid for assessing individual and cultural differences?,Journal of Personality,2,NA,,,Guan,2,NA,,"Study 1 = 3 different cultural groups (Euro-Candidians = 107, Asian-Canadians = 187, Japanese = 112)",Anthony,NA,NA,NA,,,NA,NA
68,3,3,3,NA,,JP,2015,Are implicit self?esteem measures valid for assessing individual and cultural differences?,Journal of Personality,2,NA,,,Guan,2,NA,,"Study 1 = 3 different cultural groups (Euro-Candidians = 107, Asian-Canadians = 187, Japanese = 112)",Anthony,NA,NA,NA,,,NA,NA
68,3,3,3,NA,,JP,2015,Are implicit self?esteem measures valid for assessing individual and cultural differences?,Journal of Personality,2,NA,,,Guan,2,NA,,"Study 1 = 3 different cultural groups (Euro-Candidians = 107, Asian-Canadians = 187, Japanese = 112)",Anthony,NA,NA,NA,,,NA,NA
68,3,3,3,NA,,JP,2015,Are implicit self?esteem measures valid for assessing individual and cultural differences?,Journal of Personality,2,NA,,,Guan,2,NA,,"Study 1 = 3 different cultural groups (Euro-Candidians = 107, Asian-Canadians = 187, Japanese = 112)",Anthony,NA,NA,NA,,,NA,NA
68,3,3,3,NA,,JP,2015,Are implicit self?esteem measures valid for assessing individual and cultural differences?,Journal of Personality,2,NA,,,Guan,2,NA,,"Study 1 = 3 different cultural groups (Euro-Candidians = 107, Asian-Canadians = 187, Japanese = 112)",Anthony,NA,NA,NA,,,NA,NA
68,3,3,3,NA,,JP,2015,Are implicit self?esteem measures valid for assessing individual and cultural differences?,Journal of Personality,2,NA,,,Guan,2,NA,,"Study 1 = 3 different cultural groups (Euro-Candidians = 107, Asian-Canadians = 187, Japanese = 112)",Anthony,NA,NA,NA,,,NA,NA
68,3,3,3,NA,,JP,2015,Are implicit self?esteem measures valid for assessing individual and cultural differences?,Journal of Personality,2,NA,,,Guan,2,NA,,"Study 1 = 3 different cultural groups (Euro-Candidians = 107, Asian-Canadians = 187, Japanese = 112)",Anthony,NA,NA,NA,,,NA,NA
22,4,4,4,NA,,JP,2015,"Relations between narrative coherence, identity, and psychological well?being in emerging adulthood",Journal of Personality,1,103,b,,Guan,1,103,b,,Anthony,0,0,NA,,,103,b
22,4,4,4,NA,,JP,2015,"Relations between narrative coherence, identity, and psychological well?being in emerging adulthood",Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
22,4,4,4,NA,,JP,2015,"Relations between narrative coherence, identity, and psychological well?being in emerging adulthood",Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
22,4,4,4,NA,,JP,2015,"Relations between narrative coherence, identity, and psychological well?being in emerging adulthood",Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
22,4,4,4,NA,,JP,2015,"Relations between narrative coherence, identity, and psychological well?being in emerging adulthood",Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
22,4,4,4,NA,,JP,2015,"Relations between narrative coherence, identity, and psychological well?being in emerging adulthood",Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
22,4,4,4,NA,,JP,2015,"Relations between narrative coherence, identity, and psychological well?being in emerging adulthood",Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
22,4,4,4,NA,,JP,2015,"Relations between narrative coherence, identity, and psychological well?being in emerging adulthood",Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
22,4,4,4,NA,,JP,2015,"Relations between narrative coherence, identity, and psychological well?being in emerging adulthood",Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
22,4,4,4,NA,,JP,2015,"Relations between narrative coherence, identity, and psychological well?being in emerging adulthood",Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
64,5,5,5,NA,,JP,2015,Personality trait changes among young Finns: The role of life events and transitions,Journal of Personality,1,707,b,,Guan,1,707,w,,Anthony,0,0,NA,,,707,b
64,5,5,5,NA,,JP,2015,Personality trait changes among young Finns: The role of life events and transitions,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
64,5,5,5,NA,,JP,2015,Personality trait changes among young Finns: The role of life events and transitions,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
64,5,5,5,NA,,JP,2015,Personality trait changes among young Finns: The role of life events and transitions,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
64,5,5,5,NA,,JP,2015,Personality trait changes among young Finns: The role of life events and transitions,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
64,5,5,5,NA,,JP,2015,Personality trait changes among young Finns: The role of life events and transitions,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
64,5,5,5,NA,,JP,2015,Personality trait changes among young Finns: The role of life events and transitions,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
64,5,5,5,NA,,JP,2015,Personality trait changes among young Finns: The role of life events and transitions,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
64,5,5,5,NA,,JP,2015,Personality trait changes among young Finns: The role of life events and transitions,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
64,5,5,5,NA,,JP,2015,Personality trait changes among young Finns: The role of life events and transitions,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
76,6,6,6,NA,,JP,2015,Personality Trait Changes Among Young Finns: The Role of Life Events and Transitions,Journal of Personality,NA,NA,,,Guan,0,NA,,Duplicate,Anthony,NA,NA,NA,,,NA,NA
76,6,6,6,NA,,JP,2015,Personality Trait Changes Among Young Finns: The Role of Life Events and Transitions,Journal of Personality,NA,NA,,,Guan,0,NA,,Duplicate,Anthony,NA,NA,NA,,,NA,NA
76,6,6,6,NA,,JP,2015,Personality Trait Changes Among Young Finns: The Role of Life Events and Transitions,Journal of Personality,NA,NA,,,Guan,0,NA,,Duplicate,Anthony,NA,NA,NA,,,NA,NA
76,6,6,6,NA,,JP,2015,Personality Trait Changes Among Young Finns: The Role of Life Events and Transitions,Journal of Personality,NA,NA,,,Guan,0,NA,,Duplicate,Anthony,NA,NA,NA,,,NA,NA
76,6,6,6,NA,,JP,2015,Personality Trait Changes Among Young Finns: The Role of Life Events and Transitions,Journal of Personality,NA,NA,,,Guan,0,NA,,Duplicate,Anthony,NA,NA,NA,,,NA,NA
76,6,6,6,NA,,JP,2015,Personality Trait Changes Among Young Finns: The Role of Life Events and Transitions,Journal of Personality,NA,NA,,,Guan,0,NA,,Duplicate,Anthony,NA,NA,NA,,,NA,NA
76,6,6,6,NA,,JP,2015,Personality Trait Changes Among Young Finns: The Role of Life Events and Transitions,Journal of Personality,NA,NA,,,Guan,0,NA,,Duplicate,Anthony,NA,NA,NA,,,NA,NA
76,6,6,6,NA,,JP,2015,Personality Trait Changes Among Young Finns: The Role of Life Events and Transitions,Journal of Personality,NA,NA,,,Guan,0,NA,,Duplicate,Anthony,NA,NA,NA,,,NA,NA
76,6,6,6,NA,,JP,2015,Personality Trait Changes Among Young Finns: The Role of Life Events and Transitions,Journal of Personality,NA,NA,,,Guan,0,NA,,Duplicate,Anthony,NA,NA,NA,,,NA,NA
76,6,6,6,NA,,JP,2015,Personality Trait Changes Among Young Finns: The Role of Life Events and Transitions,Journal of Personality,NA,NA,,,Guan,0,NA,,Duplicate,Anthony,NA,NA,NA,,,NA,NA
69,7,7,7,NA,,JP,2015,"The concept of mental toughness: Tests of dimensionality, nomological network, and traitness",Journal of Personality,5,30,b,,Guan,5,30,b,"Study 1 = new items rated by participants, Studies 2 - 5 are the same study replicated with 3 validation samples (4 total, all analyzed separately)",Anthony,0,0,NA,,,30,b
69,7,7,7,NA,,JP,2015,"The concept of mental toughness: Tests of dimensionality, nomological network, and traitness",Journal of Personality,5,418,b,,Guan,5,418,b,"Study 1 = new items rated by participants, Studies 2 - 5 are the same study replicated with 3 validation samples (4 total, all analyzed separately)",Anthony,0,0,NA,,,418,b
69,7,7,7,NA,,JP,2015,"The concept of mental toughness: Tests of dimensionality, nomological network, and traitness",Journal of Personality,5,500,b,,Guan,5,500,b,"Study 1 = new items rated by participants, Studies 2 - 5 are the same study replicated with 3 validation samples (4 total, all analyzed separately)",Anthony,0,0,NA,,,500,b
69,7,7,7,NA,,JP,2015,"The concept of mental toughness: Tests of dimensionality, nomological network, and traitness",Journal of Personality,5,427,b,,Guan,5,427,b,"Study 1 = new items rated by participants, Studies 2 - 5 are the same study replicated with 3 validation samples (4 total, all analyzed separately)",Anthony,0,0,NA,,,427,b
69,7,7,7,NA,,JP,2015,"The concept of mental toughness: Tests of dimensionality, nomological network, and traitness",Journal of Personality,5,550,b,,Guan,5,550,b,"Study 1 = new items rated by participants, Studies 2 - 5 are the same study replicated with 3 validation samples (4 total, all analyzed separately)",Anthony,0,0,NA,,,550,b
69,7,7,7,NA,,JP,2015,"The concept of mental toughness: Tests of dimensionality, nomological network, and traitness",Journal of Personality,5,NA,,,Guan,5,NA,,"Study 1 = new items rated by participants, Studies 2 - 5 are the same study replicated with 3 validation samples (4 total, all analyzed separately)",Anthony,NA,NA,NA,,,NA,NA
69,7,7,7,NA,,JP,2015,"The concept of mental toughness: Tests of dimensionality, nomological network, and traitness",Journal of Personality,5,NA,,,Guan,5,NA,,"Study 1 = new items rated by participants, Studies 2 - 5 are the same study replicated with 3 validation samples (4 total, all analyzed separately)",Anthony,NA,NA,NA,,,NA,NA
69,7,7,7,NA,,JP,2015,"The concept of mental toughness: Tests of dimensionality, nomological network, and traitness",Journal of Personality,5,NA,,,Guan,5,NA,,"Study 1 = new items rated by participants, Studies 2 - 5 are the same study replicated with 3 validation samples (4 total, all analyzed separately)",Anthony,NA,NA,NA,,,NA,NA
69,7,7,7,NA,,JP,2015,"The concept of mental toughness: Tests of dimensionality, nomological network, and traitness",Journal of Personality,5,NA,,,Guan,5,NA,,"Study 1 = new items rated by participants, Studies 2 - 5 are the same study replicated with 3 validation samples (4 total, all analyzed separately)",Anthony,NA,NA,NA,,,NA,NA
69,7,7,7,NA,,JP,2015,"The concept of mental toughness: Tests of dimensionality, nomological network, and traitness",Journal of Personality,5,NA,,,Guan,5,NA,,"Study 1 = new items rated by participants, Studies 2 - 5 are the same study replicated with 3 validation samples (4 total, all analyzed separately)",Anthony,NA,NA,NA,,,NA,NA
18,8,8,8,NA,,JP,2015,Clarifying the relation between extraversion and positive affect,Journal of Personality,2,437,b,,Guan,2,437,b,,Anthony,0,0,NA,,,437,b
18,8,8,8,NA,,JP,2015,Clarifying the relation between extraversion and positive affect,Journal of Personality,2,270,b,,Guan,2,270,b,,Anthony,0,0,NA,,,270,b
18,8,8,8,NA,,JP,2015,Clarifying the relation between extraversion and positive affect,Journal of Personality,2,NA,,,Guan,2,NA,,,Anthony,NA,NA,NA,,,NA,NA
18,8,8,8,NA,,JP,2015,Clarifying the relation between extraversion and positive affect,Journal of Personality,2,NA,,,Guan,2,NA,,,Anthony,NA,NA,NA,,,NA,NA
18,8,8,8,NA,,JP,2015,Clarifying the relation between extraversion and positive affect,Journal of Personality,2,NA,,,Guan,2,NA,,,Anthony,NA,NA,NA,,,NA,NA
18,8,8,8,NA,,JP,2015,Clarifying the relation between extraversion and positive affect,Journal of Personality,2,NA,,,Guan,2,NA,,,Anthony,NA,NA,NA,,,NA,NA
18,8,8,8,NA,,JP,2015,Clarifying the relation between extraversion and positive affect,Journal of Personality,2,NA,,,Guan,2,NA,,,Anthony,NA,NA,NA,,,NA,NA
18,8,8,8,NA,,JP,2015,Clarifying the relation between extraversion and positive affect,Journal of Personality,2,NA,,,Guan,2,NA,,,Anthony,NA,NA,NA,,,NA,NA
18,8,8,8,NA,,JP,2015,Clarifying the relation between extraversion and positive affect,Journal of Personality,2,NA,,,Guan,2,NA,,,Anthony,NA,NA,NA,,,NA,NA
18,8,8,8,NA,,JP,2015,Clarifying the relation between extraversion and positive affect,Journal of Personality,2,NA,,,Guan,2,NA,,,Anthony,NA,NA,NA,,,NA,NA
32,9,9,9,NA,,JP,2015,"Relations between narrative coherence, identity, and psychological well-being in emerging adulthood",Journal of personality,NA,NA,,,Guan,0,NA,,Duplicate,Anthony,NA,NA,NA,,,NA,NA
32,9,9,9,NA,,JP,2015,"Relations between narrative coherence, identity, and psychological well-being in emerging adulthood",Journal of personality,NA,NA,,,Guan,0,NA,,Duplicate,Anthony,NA,NA,NA,,,NA,NA
32,9,9,9,NA,,JP,2015,"Relations between narrative coherence, identity, and psychological well-being in emerging adulthood",Journal of personality,NA,NA,,,Guan,0,NA,,Duplicate,Anthony,NA,NA,NA,,,NA,NA
32,9,9,9,NA,,JP,2015,"Relations between narrative coherence, identity, and psychological well-being in emerging adulthood",Journal of personality,NA,NA,,,Guan,0,NA,,Duplicate,Anthony,NA,NA,NA,,,NA,NA
32,9,9,9,NA,,JP,2015,"Relations between narrative coherence, identity, and psychological well-being in emerging adulthood",Journal of personality,NA,NA,,,Guan,0,NA,,Duplicate,Anthony,NA,NA,NA,,,NA,NA
32,9,9,9,NA,,JP,2015,"Relations between narrative coherence, identity, and psychological well-being in emerging adulthood",Journal of personality,NA,NA,,,Guan,0,NA,,Duplicate,Anthony,NA,NA,NA,,,NA,NA
32,9,9,9,NA,,JP,2015,"Relations between narrative coherence, identity, and psychological well-being in emerging adulthood",Journal of personality,NA,NA,,,Guan,0,NA,,Duplicate,Anthony,NA,NA,NA,,,NA,NA
32,9,9,9,NA,,JP,2015,"Relations between narrative coherence, identity, and psychological well-being in emerging adulthood",Journal of personality,NA,NA,,,Guan,0,NA,,Duplicate,Anthony,NA,NA,NA,,,NA,NA
32,9,9,9,NA,,JP,2015,"Relations between narrative coherence, identity, and psychological well-being in emerging adulthood",Journal of personality,NA,NA,,,Guan,0,NA,,Duplicate,Anthony,NA,NA,NA,,,NA,NA
32,9,9,9,NA,,JP,2015,"Relations between narrative coherence, identity, and psychological well-being in emerging adulthood",Journal of personality,NA,NA,,,Guan,0,NA,,Duplicate,Anthony,NA,NA,NA,,,NA,NA
43,10,10,10,NA,,JP,2015,Personality predicts obedience in a Milgram paradigm,Journal of Personality,1,66,w,,Guan,1,38,w,,Anthony,28,0,NA,,,52,w
43,10,10,10,NA,,JP,2015,Personality predicts obedience in a Milgram paradigm,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
43,10,10,10,NA,,JP,2015,Personality predicts obedience in a Milgram paradigm,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
43,10,10,10,NA,,JP,2015,Personality predicts obedience in a Milgram paradigm,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
43,10,10,10,NA,,JP,2015,Personality predicts obedience in a Milgram paradigm,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
43,10,10,10,NA,,JP,2015,Personality predicts obedience in a Milgram paradigm,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
43,10,10,10,NA,,JP,2015,Personality predicts obedience in a Milgram paradigm,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
43,10,10,10,NA,,JP,2015,Personality predicts obedience in a Milgram paradigm,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
43,10,10,10,NA,,JP,2015,Personality predicts obedience in a Milgram paradigm,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
43,10,10,10,NA,,JP,2015,Personality predicts obedience in a Milgram paradigm,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
62,11,11,11,NA,,JP,2015,The indirect nature of social motives: The relation of social approach and avoidance motives with likeability via extraversion and agreeableness,Journal of Personality,1,83,m,,Guan,1,83,m,,Anthony,0,0,NA,,,83,m
62,11,11,11,NA,,JP,2015,The indirect nature of social motives: The relation of social approach and avoidance motives with likeability via extraversion and agreeableness,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
62,11,11,11,NA,,JP,2015,The indirect nature of social motives: The relation of social approach and avoidance motives with likeability via extraversion and agreeableness,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
62,11,11,11,NA,,JP,2015,The indirect nature of social motives: The relation of social approach and avoidance motives with likeability via extraversion and agreeableness,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
62,11,11,11,NA,,JP,2015,The indirect nature of social motives: The relation of social approach and avoidance motives with likeability via extraversion and agreeableness,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
62,11,11,11,NA,,JP,2015,The indirect nature of social motives: The relation of social approach and avoidance motives with likeability via extraversion and agreeableness,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
62,11,11,11,NA,,JP,2015,The indirect nature of social motives: The relation of social approach and avoidance motives with likeability via extraversion and agreeableness,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
62,11,11,11,NA,,JP,2015,The indirect nature of social motives: The relation of social approach and avoidance motives with likeability via extraversion and agreeableness,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
62,11,11,11,NA,,JP,2015,The indirect nature of social motives: The relation of social approach and avoidance motives with likeability via extraversion and agreeableness,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
62,11,11,11,NA,,JP,2015,The indirect nature of social motives: The relation of social approach and avoidance motives with likeability via extraversion and agreeableness,Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
12,12,12,12,NA,,JP,2015,"Antecedents, consequences, and mechanisms: On the longitudinal interplay between academic self?enhancement and psychological adjustment",Journal of Personality,1,709,m,,Guan,1,709,m,,Anthony,0,0,NA,,,709,m
12,12,12,12,NA,,JP,2015,"Antecedents, consequences, and mechanisms: On the longitudinal interplay between academic self?enhancement and psychological adjustment",Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
12,12,12,12,NA,,JP,2015,"Antecedents, consequences, and mechanisms: On the longitudinal interplay between academic self?enhancement and psychological adjustment",Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
12,12,12,12,NA,,JP,2015,"Antecedents, consequences, and mechanisms: On the longitudinal interplay between academic self?enhancement and psychological adjustment",Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
12,12,12,12,NA,,JP,2015,"Antecedents, consequences, and mechanisms: On the longitudinal interplay between academic self?enhancement and psychological adjustment",Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
12,12,12,12,NA,,JP,2015,"Antecedents, consequences, and mechanisms: On the longitudinal interplay between academic self?enhancement and psychological adjustment",Journal of Personality,1,NA,,,Guan,1,NA,,,Anthony,NA,NA,NA,,,NA,NA
